Tweet text,Tweet date;
Dear AboThe Bank of England does not regulate crypto currencies.Please check the following page on the FCA website for advice: https://b-o-e.uk/3F5CWcP https://twitter.com/messages/compose?recipient_id=18938646…,2022-12-05T11:03:10.000Z;
Read a round-up of the latest news from the Prudential Regulation Authority: https://b-o-e.uk/3udWlmH #PRARegulatoryDigest,2022-12-01T10:14:23.000Z;
Hi BofE team! If a student completed exams in Sweden, how would you suggest they convert their grades into UCAS points? It's not listed on the UCAS Tariff converted. TIA,2022-11-29T13:51:18.000Z;
Hello, please see the following page on our website for guidance on applying. If you still need further support, you can email BankofEngland@Penna.com,2022-11-29T17:05:25.000Z;
@bankofengland where can I swap out paper bills for polymer bills while in North America? Tried a currency exchange but no luck.,2022-11-19T02:20:11.000Z;
Hi, thanks for your question. Unfortunately, other than trying with a local bank or exchange counter, we are unable to suggest where else you may be able to exchange our notes in North America. However, you can always exchange with us directly via post:,2022-11-21T11:04:56.000Z;
We have published our Centre for Central Banking Studies (CCBS) 2023 events programme. Most will be held virtually and are aimed at central bank experts and global regulators. The programme covers January-June and later events will be added in due course. https://b-o-e.uk/3XkJGM1,2022-11-21T10:00:37.000Z;
Find out more about this programme for finance professionals at the online open event. The programme is delivered by @WarwickBSchool and designed in collaboration with the Bank of England. Wednesday 30 November, 16:00 - 17:00https://b-o-e.uk/3UBEyRA,2022-11-09T11:30:41.000Z;
@bankofengland , barclays bank today asked me to pose with my passport so that they can take a photo, and store it for KYC, this is demeaning and I felt like criminal posing for a mug shot, is this legal ? I felt vulnerable and powerless at this act.,2022-11-07T13:45:26.000Z;
I'm afraid I'm unable to advise you on this. The regulation of such conduct is overseen by the FCA who have the responsibility to ensure customers are protected and can bank securely. If you have concerns, I recommend speaking to the FCA or Barclays directly.,2022-11-07T14:18:24.000Z;
Andrew Hauser discusses how we are using our balance sheet to support both Financial and Monetary Stability. https://b-o-e.uk/3h0hb5E,2022-11-04T10:50:44.000Z;
Andrew Bailey explains why we have raised rates today. We know that higher rates have a real impact on people’s lives but inflation is too high. Raising interest rates is the best way we have of getting it back down. Find out more: https://b-o-e.uk/MPR-Nov-2022,2022-11-03T13:35:54.000Z;
The #MonetaryPolicyReport press conference is about to start. Watch here:,2022-11-03T12:25:38.000Z;
The Monetary Policy Committee voted by a majority of 7-2 to increase #BankRate to 3%. Find out more in our #MonetaryPolicyReport: https://b-o-e.uk/MPR-Nov-2022,2022-11-03T12:00:38.000Z;
We’ve put up interest rates to help return inflation to our 2% target. Raising interest rates is the best way we have to bring inflation down. https://b-o-e.uk/MPR-Nov-2022 #MonetaryPolicyReport #BankRate,2022-11-03T12:09:26.000Z;
We expect inflation to fall sharply from the middle of next year. It is our job to make sure that inflation returns to our 2% target. https://b-o-e.uk/MPR-Nov-2022 #MonetaryPolicyReport #inflation,2022-11-03T12:12:52.000Z;
Inflation is 10.1% largely due to higher energy and goods prices. https://b-o-e.uk/MPR-Nov-2022 #MonetaryPolicyReport #inflation,2022-11-03T12:05:56.000Z;
It is important to check your banknotes are real. One way to check £20s is to tilt the note from side to side and make sure the words change between 'Twenty' and 'Pounds' in the hologram. https://b-o-e.uk/3UeGgbs,2022-11-02T10:00:45.000Z;
Ein Flug übers Meer kann auch in #Berlin dank #VR-Brille ganz einfach sein.  Das dena Future Energy Lab ermöglicht euch Reisen zu außergewöhnlichen Orten. Macht mit und kommt am 17. Juni zur #LNDW23!  #Wissenschaft,;
Hmm, my @bankofengland £5 note missed out on getting it’s tactile markings for the visually impaired. Note: AC18649254,2022-10-28T17:46:48.000Z;
"I thought £5 had 1 set of tactile dots; £10 had 2 sets, £20 had 3 and £50 had 4. Because I’m sure my other £5 notes in the past had one set.Unless the Mandala effect strikes again.,2022-10-31T16:41:54.000Z";
I would recommend viewing the following page on our website where you can find information on our four different notes currently in circulation.,2022-11-01T10:38:01.000Z;
Hi Daniel, the £5 note is the only polymer note without a tactile feature in the top left hand corner. The absence of a tactile feature helps blind and partially sighted people identify the value of the note.,2022-10-31T09:19:13.000Z;
The application window for our 2023 Industrial Placement Programme closes tomorrow 28 October.Our Industrial Placement Programme is designed to help talented people gain valuable work experience at the heart of the UK’s financial system. Apply here: https://b-o-e.uk/3syrRLl,2022-10-27T12:02:28.000Z;
The application window for our 2023 Graduate Development Programme and Trainee Solicitor Development Programme closes on 14 November.Our development programmes offer opportunities for people from a range of backgrounds. Find out more and apply here: https://b-o-e.uk/3TH4n2E,2022-10-26T10:13:45.000Z;
Die #Anwendungsmodernisierung ist ein zentraler Baustein für die eigene Wettbewerbsfähigkeit. Dabei lassen Unternehmen veraltete Architekturen hinter sich und nutzen die Vorteile von #Microservices. In unserem E-Book erfahren Sie alles Wichtige dazu.,;
There are a number of ways you can exchange your old banknotes, including at some Post Office branches and at your bank. Visit our website for more details on exchanging old banknotes: https://b-o-e.uk/3TnFh8X,2022-10-21T09:01:31.000Z;
Of corse you don’t exchange another country’s currency, I’m asking the Bank of England because I have old British banknotes and I am writing from another country. Is there a way to exchange it?,2022-10-24T09:25:31.000Z;
Hi Daniela, apologies for the confusion. You can send us the notes from wherever you are via public post. All information on how to do this can be found here:,2022-10-24T10:43:01.000Z;
How can I change old banknotes from another country?,2022-10-21T16:18:58.000Z;
Unfortunately, the Bank of England does not exchange international currencies, we only exchange or replace withdrawn or damaged Bank of England banknotes. Do seek further advice from the post office, an international exchange counter or the central bank who issued the notes.,2022-10-24T09:14:16.000Z;
it would be good if you removed the PROMISE TO PAY from your notes because you pay NOTHING.,2022-10-21T11:09:20.000Z;
This phrase dates from long ago when our notes represented deposits of gold. The value of the pound hasn't been linked to gold for many years, so the meaning of the promise to pay has changed. You can only exchange notes for other Bank of England notes of the same face value.,2022-10-21T12:46:34.000Z;
Monetary policy makers need to understand how climate change influences inflation. Our latest Quarterly Bulletin explores the macroeconomic effects of climate change and the transition to a net-zero economy. https://b-o-e.uk/3DhBrbS,2022-10-21T11:05:29.000Z;
Will you exchange a £5 promissory note for 5 gold pounds or sovereigns?,2022-10-21T09:07:10.000Z;
Hello, we do not accept or exchange bills of exchange or promissory notes. We only accept Bank of England banknotes.,2022-10-21T10:46:51.000Z;
@bankofengland Hi there, can anyone say if it’s possible to date this note?,2022-10-17T18:15:30.000Z;
Thanks so much for the response! Don’t suppose there is a way of identifying the precise year by serial number is there?,2022-10-18T13:15:58.000Z;
Hello,Thank you for your further message.Unfortunately, it's not possible to narrow down banknotes to a precise year from their serial numbers, just the date range.Kind regards,Engagement and Enquiries,2022-10-18T14:16:05.000Z;
HelloThank you for your message.We believe this may be a 10 shilling series A banknote (3rd issue). These were issued between 1948 and 1962.Kind regards,Engagement and Enquiries,2022-10-18T13:14:16.000Z;
@bankofengland do you need a UK bank account to chance the old 20£ notes for new ones?,2022-10-16T11:10:56.000Z;
Hi Ollie, no you don't need a UK bank account. You can get the monies deposited into any account as long as it accepts Sterling. All information you will need about changing your notes can be found here:,2022-10-18T11:31:38.000Z;
Andrew Bailey sets out the key elements of UK monetary and financial stability policy in his speech today at the @GroupofThirty International Banking Seminar #IBS2022G30 https://bankofengland.co.uk/speech/2022/october/andrew-bailey-opening-remarks-and-panellist-37th-annual-international-banking-seminar…,2022-10-15T13:05:58.000Z;
Since coming out of lockdown, we have seen a sustained, if partial, recovery in cash use. Our latest Quarterly Bulletin looks at recent data trends and survey evidence to consider where cash usage might head next. https://b-o-e.uk/3S01Te3,2022-10-14T11:09:14.000Z;
Run on the Bank of England?,2022-10-13T09:59:27.000Z;
Hi RobThis image is the queue of people exchanging banknotes following the withdrawal of the paper £20 and £50 after the 30 September.Regards,Lisa,2022-10-14T09:22:06.000Z;
Huw Pill talks about how we will bring inflation down and why we have acted to stabilise financial markets. https://b-o-e.uk/3rWBZNy,2022-10-13T09:08:37.000Z;
@bankofengland Serious question. Where do you get your money from to buy all these billions of pounds-worth of Government Bonds?  Do you create it out of thin air? It certainly seems that way…,2022-10-11T17:58:22.000Z;
Hi Andy, when we purchase a government bond, we create money – central bank reserves – to do so. We are uniquely placed to do that, as the central bank.,2022-10-12T18:09:10.000Z;
Omfg how are they this incompetent at comms?,2022-10-12T10:28:09.000Z;
@bankofengland can you please confirm if your previously announced temporary and targeted purchases of gilts will end on 14 October is still correct?,2022-10-12T10:34:05.000Z;
Hello, yes as previously announced the temporary and targeted purchases of gilts will end on 14 October.,2022-10-12T11:38:44.000Z;
@bankofengland is the gilt buying program going to end on Friday or not? seeing a lot of contradictory info at the moment.,2022-10-12T07:51:35.000Z;
Hello, as previously announced the temporary and targeted purchases of gilts will end on 14 October.,2022-10-12T10:07:52.000Z;
 Head to Hidden Heroes and read how Philip Zimmermann almost went to jail so that you could send an email without worrying that your personal data would be stolen: https://hubs.ly/Q01l8PQ-0?twclid=26nos2i1cm08p44cv9geosi9ku#hiddenheroes #innovation #emailprivacy #software #dataprotection,;
Our report details the plan for prioritising work under the #G20 roadmap for enhancing #crossborderpayments and for expanding industry engagement to take the roadmap forward.  Read more: https://fsb.org/2022/10/fsb-outlines-next-steps-for-enhancing-cross-border-payments/…,2022-10-10T12:53:01.000Z;
Machine learning is increasingly being used across a range of business areas. In our latest joint survey with the @TheFCA we note that 72% of financial services firms in the UK have adopted this technology. You can find out more about our survey here: https://b-o-e.uk/3rOC2Lz,2022-10-11T08:40:22.000Z;
Artificial intelligence has the potential to transform financial services. Together with the Financial Conduct Authority @TheFCA, we’ve published a discussion paper about how we could support its safe adoption. We would like to know your views. https://b-o-e.uk/3rIN5pB #AI,2022-10-11T08:05:06.000Z;
This morning, in line with its financial stability objective, the Bank has announced that it will widen its gilt purchase operations to include index-linked gilts.,2022-10-11T06:09:32.000Z;
Are guys gonna change the face of the queen for the king?,2022-10-10T06:20:41.000Z;
HiThank you for your message. Please see the press release we published at the end of September: https://b-o-e.uk/3CpuvrcRegardsLisa,2022-10-10T12:49:09.000Z;
We now have just four banknotes in circulation. Watch our short film which covers the key security features on all our current banknotes: https://b-o-e.uk/3Et1tK3,2022-10-07T09:22:29.000Z;
Today we launch the new English Language resource for secondary schools to accompany our book, Can’t We Just Print More Money? at #SNEsummit22. All our resources are free to download at: https://b-o-e.uk/3ElOVnG,2022-10-06T10:00:25.000Z;
Hi RizThank you for your message. Please see our press release below. To minimise the environmental and financial impact of the change of monarch, banknotes depicting the Queen will stay in circulation until they are worn out and need to be replaced.,2022-10-05T12:13:53.000Z;
@bankofengland hi I have missed the deadline of 30th September as I have some paper notes in india. Can I still deposit them to claim the value? By the way I am based in india. Thanks,2022-10-04T09:37:30.000Z;
Unfortunately, I am unable to suggest where you can exchange the notes in your possession in India. However, you can exchange withdrawn banknotes with us for all time, either in person or via the post. You can find all information on this service here:,2022-10-04T10:33:58.000Z;
@bankofengland Sorry for my English,I'm writing from Argentina, I just found out that the paper bills have gone out of circulation. Consult, in Argentina where I could change them, since I have a small savings.,2022-10-03T16:11:37.000Z;
Unfortunately, I am unable to suggest where you can exchange the notes in your possession in Argentina. However, you can exchange withdrawn banknotes with us for all time, either in person or via the post. You can find all information on this service here:,2022-10-04T09:55:43.000Z;
@bankofengland just received a 10 per cent  treasury stock certificate from 1992 from my bank that I didn’t know I had. What do I do with it???,2022-10-03T14:49:15.000Z;
Hi Louise, the responsibility for stock registration services was transferred from the Bank of England to a commercial company called Computershare in 2004. You should speak to Computershare who will be able to give you more information: 0370 703 0143, gilts@computershare.co.uk,2022-10-03T15:22:37.000Z;
 We are hiring!A great chance to be part of our diverse + talented research team at a really interesting time. If you have a PhD / will have one by end 2023 please apply! Deadline is 14 Nov.Application form: https://bankofengland.taleo.net/careersection/boe+external+-+early+careers+phd/jobsearch.ftl?lang=en…More details: https://bankofengland.co.uk/careers/research-careers…,2022-09-29T12:24:26.000Z;
Today is the last day to use your paper £20 and £50 banknotes. All polymer notes carrying a portrait of Her Majesty Queen Elizabeth II can continue to be used as normal after 30 September. https://b-o-e.uk/3LYfqSa,2022-09-30T09:24:41.000Z;
Commercial banks may still accept your paper notes. However, this is at their own discretion. Do be aware you can exchange the notes with us for all time. All this information can be found here:,2022-09-30T12:23:14.000Z;
@bankofengland I’m and Indian visited LON in 2019. I’ve few old 50/20 pounds notes. Kept it for nxt visit but Corona came. How do we exchange them!!? I’ve emailed you earlier as well, no reply! Pls help!!,2022-09-29T06:34:39.000Z;
HiThank you for your message. Withdrawn paper banknotes can be exchanged with us for all time. Please see the following link for when you are ready to do this:https://b-o-e.uk/3SOFbqdRegardsLisa,2022-09-30T09:12:42.000Z;
There's 1 week left to use your paper £20 and £50 banknotes. All polymer notes carrying a portrait of Her Majesty Queen Elizabeth II can continue to be used as normal after 30 September. https://b-o-e.uk/3dwKH1P,2022-09-23T10:00:00.000Z;
Hi SupraThanks for your further message. Please see the Press Release we published earlier this week regarding future notes depicting King Charles III:https://b-o-e.uk/3fyk7WFRegardsLisa,2022-09-30T09:12:19.000Z;
Huw Pill talks about recent developments in the UK economy, and what the Bank of England has been doing to calm financial markets this week. He explains how the MPC will assess the Government’s new spending plans, when setting interest rates:,2022-09-29T15:34:50.000Z;
HelloI have a £50 coinCan I replace it after September?,2022-09-29T11:36:05.000Z;
Hi AhmedI can confirm that you can exchange withdrawn paper banknotes with us after the 30 September and at any time in the future.  All the information you need can be found here:https://b-o-e.uk/3y3CitvRegardsLisa,2022-09-29T12:59:04.000Z;
@bankofengland  Hello - I live in Spain and  I have some paper £20 notes - what can I do with them?,2022-09-28T14:28:33.000Z;
Hi LynnThank you for your message.You can exchange your withdrawn banknotes with us for all time.  Please see the following link for details:https://b-o-e.uk/3y1nsE1RegardsLisa,2022-09-28T14:50:43.000Z;
@bankofengland, when will the East of England have a #BoECitizensPanel so people heR a tell you about our experience with the cost of living?,2022-09-28T11:16:25.000Z;
HiWe are currently holding panels across the UK but do not currently have a date confirmed for an East of England panel. However, if you sign up to our Citizens’ Forum Community we can keep you updated with future dates.  Please use the following link: https://b-o-e.uk/3E1BKrZ.,2022-09-28T12:29:30.000Z;
How @MOO uses Zendesk to save costs ( over $200K per year) and keep their customers happy ( 95% customer satisfaction rating): https://zdsk.co/43uigGa?twclid=24i0t6x05b05yrgucnh1vacrgl,;
Do you want to have a say about your experience with the cost of living? Join our #BoECitizensPanel in Cardiff on Thursday 27 October at 5:00pm.Register here: https://b-o-e.uk/3fu9pjC,2022-09-28T10:59:53.000Z;
The Bank has this morning announced a gilt market operation. Full details can be found here:,2022-09-28T10:20:08.000Z;
Hi,Thanks for your message. We issued new polymer £20 and £50 banknotes in 2020 and 2021 respectively. We now have a full set of polymer banknotes for all 4 denominations.RegardsLisa,2022-09-28T10:03:04.000Z;
@bankofengland when does King Charles appear on the notes and coins,2022-09-27T17:25:41.000Z;
Hi Please see the following news release which we published yesterday:https://b-o-e.uk/3SBa1lWThe Royal Mint is responsible for coins so you may wish to contact them.RegardsLisa,2022-09-28T09:05:53.000Z;
Hi. All plastic (polymer) notes remain legal tender. Regards, Lisa,2022-09-27T15:39:00.000Z;
Can Still change it at the bank after 30 sep because I can’t exchange it in Spain,2022-09-26T16:08:25.000Z;
HiYes indeed, you can exchange them with us for all time.RegardsLisa,2022-09-27T11:27:19.000Z;
One week to go to register for our #BoECitizensPanel in Edinburgh. Taking place Tuesday 11 October at 5:00pm. Have your say on how the economic situation is affecting you. Registration closes on 4 October: https://b-o-e.uk/3BLVRYA,2022-09-27T10:59:50.000Z;
Full statement from Andrew Bailey, Governor of the Bank of England: https://b-o-e.uk/3RneKXC,2022-09-26T15:31:40.000Z;
Is there somewhere outside of England to do this? I just realize I have one of these £20 notes.,2022-09-25T20:07:24.000Z;
Hi Regina, yes can you can either send them to us via public post from where you are or you can wait until you next visit London (this can be in years to come) and change them with us in person. All information you need can be found here:,2022-09-26T15:23:45.000Z;
Hi, you can either wait until you are next in London (we exchange old notes for all time) or you can send us the notes via public post. All information on how to do this can be found here:,2022-09-26T08:39:12.000Z;
Can I still exchange them at a bank in Europe, say in  Poland, until the 30th?,2022-09-23T17:10:38.000Z;
Hello, I cannot say where you would be able to exchange your notes in Poland. However, you will always be able to exchange the notes with us for all time. All information on how to do this can be found here:,2022-09-26T08:38:39.000Z;
Hi, you may be interested to know that at its meeting ending on 21 September 2022, the MPC voted to reduce the stock of purchased UK government bonds held in the Asset Purchase Facility. You can find more details on this decision here:,2022-09-23T12:16:01.000Z;
@bankofengland How soon can we expect interest rates on savings  go up?,2022-09-22T17:50:26.000Z;
Hello, if Bank Rate goes up, banks will usually raise the interest rates for both savers and borrowers. However, you should speak with your bank directly regarding when any changes will take effect.,2022-09-23T10:23:53.000Z;
@bankofengland do you have solutions to prevent this financial loss for citizens living in Saudi Arabia. kindly note that banks in Saudi Arabia and currency exchange companies are rejecting the old 50 20 notes pounds.,2022-09-22T17:27:19.000Z;
Hello, you are able to exchange Bank of England banknotes for all time with us. You can either do this with us in person or via public post. Please see the following page on our website for all the details:,2022-09-23T08:27:21.000Z;
The Monetary Policy Committee voted by a majority of 5-4 to increase #BankRate to 2.25%. https://b-o-e.uk/3S73EH6,2022-09-22T11:00:55.000Z;
Serious question. How do I make a formal complaint about this? Or are you so independent you can do whatever you want? This isn’t right @trussliz,2022-09-22T13:16:14.000Z;
Dear JanWe are accountable to Parliament.  Please see the following link:https://b-o-e.uk/3f4auytRegards,2022-09-22T14:40:40.000Z;
Do you want to have a say about your experience with the cost of living? Join our #BoECitizensPanel in Edinburgh on Tuesday 11 October at 5:00pm.Register here: https://b-o-e.uk/3duEROl,2022-09-21T12:59:49.000Z;
There are only 50 days left to use your paper £20 and £50 notes. Visit our website for more information on the withdrawal of paper £20 and £50 banknotes: https://b-o-e.uk/3PlbPh0,2022-08-12T10:21:03.000Z;
Given the long queues, can we post  old paper money to the Bank, if so what are the steps?,2022-09-17T09:15:03.000Z;
Hi Mangia, yes you can. All information on how to do this can be found here: https://b-o-e.uk/3UoV20k,2022-09-20T08:55:18.000Z;
@bankofengland Hi TeamI have few £20 though i live in India I got to know it's going to expire Would you please advise what can be done to get that exchanged.,2022-09-14T17:55:55.000Z;
Hello, you are able to exchange banknotes with us for all time. You can either do this via post or when you next visit London. All the information can be found here: https://b-o-e.uk/3S2mq24,2022-09-15T10:59:33.000Z;
@bankofengland  I've found a £20 paper note can I still use it?or is it useless,2022-09-14T15:20:53.000Z;
Hi AshleyThank you for your message.  You can certainly use it up to and including 30 September.  However, if you find you have trouble using it, then you can exchange it for all time with us.  Please see the following link for details:https://b-o-e.uk/3RCoJclRegardsLisa,2022-09-14T16:19:41.000Z;
@bankofengland hello! I need to change v.old £50 notes with the single image of Sir John Houblon (£400 total). Are you open Tuesday?,2022-09-14T12:24:24.000Z;
HiThanks for your message.  To confirm, we are open on Tuesday from 9.30-3.00pm, but as advised on our website, because of the long queues we have been experiencing, if you arrive after 2pm, there is a chance that you will not get served before we close.RegardsLisa,2022-09-14T13:36:53.000Z;
I am not in England right now. How will i change my bank notes? I hope to receive an answer.,2022-09-13T07:08:20.000Z;
You may be interested to know that all genuine Bank of England notes that have been or are soon-to-be withdrawn from circulation retain their face value for all time and can be exchanged with the Bank of England in London. For further information, see:,2022-09-13T09:26:15.000Z;
In light of the period of national mourning now being observed in the United Kingdom, the September 2022 meeting of the Monetary Policy Committee has been postponed for a period of one week. The Committee’s decision will be announced at 12 noon on 22 September.,2022-09-09T11:24:35.000Z;
The Bank of England’s staff wish to express their heartfelt condolences to the @RoyalFamily, following news of the death of Her Majesty Queen Elizabeth II.https://b-o-e.uk/3TUP6f9,2022-09-08T18:29:41.000Z;
Bottlenecks in the world economy have been a key reason for high inflation among traded goods. This Bank Overground post explores Bank staff analysis on the key drivers behind these bottlenecks. https://b-o-e.uk/3RIfDKG,2022-09-08T13:55:49.000Z;
Our Banknote Checking Scheme helps protect businesses and retailers from counterfeit banknotes and stay up-to-date on the latest banknote news. Join our free scheme today. https://b-o-e.uk/3RNPgDi,2022-09-08T12:12:20.000Z;
@bankofengland We're looking to use your website to research historical exchange rates from earlier this year but seem to keep getting the same error message.  Can you advise how to proceed please?,2022-09-08T10:04:17.000Z;
Hi, it's not clear which specific data series you're interested in viewing however, please use the below link page for exchange rate data. If you're still having issues please email enquiries@bankofengland.co.uk and we can try and assist your further.https://b-o-e.uk/3QzR8P6,2022-09-08T10:48:14.000Z;
Chancellor @KwasiKwarteng met the Governor of the @bankofengland Andrew Bailey today. He affirmed the Government's long-standing commitment to the Bank's independence, and both agreed that getting inflation under control is central to tackling cost of living challenges.,2022-09-07T14:34:17.000Z;
@bankofengland as a visitor to London I have been told that I can’t exchange the coins that I lugged all the way from Vancouver. Wtf? Apparently I have to deal with the Royal mint? Wtf? How exactly am I to do this?,2022-09-05T09:46:35.000Z;
Hi, the Bank of England is responsible for the issue of banknotes in the UK and it is the Royal Mint which is responsible for coins. As such, we are unable to exchange the coins you have. For more information on coins please see:https://b-o-e.uk/3BgwNdc,2022-09-05T10:42:28.000Z;
You have 1 month left to use your paper £20 and £50 notes. Visit our website for more information on the withdrawal of paper £20 and £50 banknotes: https://b-o-e.uk/3AYX7bE,2022-08-30T08:59:25.000Z;
The site implies that one needs a BoE account to exchange in person post the 30th. Also there are caps to amounts. As a tourist, how should I view post 30th options?,2022-09-02T14:08:02.000Z;
Hi, it's not possible to have an account with us. We will deposit monies into any bank account, as long as it accepts GBP. There is also no limit on how many notes you can exchange. All this information is on our website: https://b-o-e.uk/3RgfxdE,2022-09-02T14:59:55.000Z;
@bankofengland hello, just wondering if I could change my old notes with Bank of England next year? As my mother has some old notes but currently in overseas and will return next year. Is there any time limit? Thanks.,2022-09-02T13:02:05.000Z;
Hi Michelle, thank you for your message. There is no time limit when exchanging your notes with us. Your mother can visit us to change her notes in years to come if she wishes. All information on how to do this can be found here: https://b-o-e.uk/3RjeIkk I hope this helps.,2022-09-02T14:31:07.000Z;
Only a few days left to register for our #BoECitizensPanel in Durham. Taking place Tuesday 13 September at 5.30pm. Have your say on how the economic situation is affecting you. Registration closes on 6 September: https://b-o-e.uk/3RueaYf@BoENorthEast,2022-09-02T11:52:56.000Z;
What are people outside of the UK advised to do if getting to the UK in the next 30 days is not an option?,2022-09-02T04:35:42.000Z;
Hi, you are able to exchange banknotes with us for all time, even after the 30th September. You can either do this via post from where you are or when you next visit London, even in years to come. All information can be found here: https://b-o-e.uk/3B88FsX I hope this helps.,2022-09-02T08:39:35.000Z;
Read a round-up of the latest news from the Prudential Regulation Authority: https://b-o-e.uk/3q6RIbX #PRARegulatoryDigest,2022-09-01T09:06:22.000Z;
@bankofengland . please clarify, I assumed BOE was owned by the Government, then I read it is a private company.., can you explain?,2022-08-30T22:23:53.000Z;
We are wholly-owned by the UK government. The capital of the Bank is held by the Treasury Solicitor on behalf of HM Treasury. Although we are owned by HM Treasury, we carry out our responsibilities independently. We're free from day-to-day political influence.,2022-08-31T11:33:53.000Z;
"Will ""paper"" get replaced by digital 20,50 ?,2022-08-30T09:01:39.000Z";
Hello, thank you for your question. The paper £20 and £50 notes are being replaced by the polymer £20 and £50 notes, these have been in circulation since February 2020  and June 2021. You can see the notes that are currently in circulation here:,2022-08-31T09:37:00.000Z;
We estimate the share of companies likely to experience difficulty paying their debt will increase. However, it would take a much larger rise in funding costs than expected to significantly impair companies’ debt servicing ability in aggregate. https://b-o-e.uk/3ALmAoF,2022-08-26T12:03:09.000Z;
MSc Global Central Banking and Financial Regulation student, Sarah Darwish, shares her experience on the course so far, exploring how the modules have impacted her career and how she balances work, life and study.  https://bit.ly/3bSY0c4 @bankofengland,2022-08-24T15:02:01.000Z;
@bankofengland Hi. Can you change 2019 year Qatari Riyals into GBP? (950 Qatari Riyals).,2022-08-25T13:59:53.000Z;
Hi Kieran, thank you for your question. We only exchange withdrawn, or soon-to-be withdrawn Bank of England banknotes. We do not exchange foreign currency.  I am sorry if this is not what you were hoping for. You may wish to try a currency exchange service.,2022-08-25T15:40:37.000Z;
Today is Ukrainian Independence Day. We #StandWithUkraine, today and every day.,2022-08-24T10:53:07.000Z;
My old 20 notes were not accepted in Cambridge.. Back home to my country now, how can I change them?,2022-08-22T15:04:30.000Z;
HiYou may be interested to know that genuine Bank of England banknotes can be exchanged for all time with us. Please see the link below for details:https://b-o-e.uk/3PHXc7BRegardsLisa,2022-08-23T10:00:35.000Z;
Great turnout and interesting discussion at our latest Citizens Panel at @FVCollege. We were joined by Carolyn Wilkins, a member of the Bank's Financial Policy Committee. Thank you to everyone for joining us yesterday.,2022-05-31T08:15:16.000Z;
Where can I watch the video of this discussion? Thank you!,2022-08-20T20:30:26.000Z;
Hello, I'm afraid we do not have recordings of these events. This is because at our panel events participants talk freely about their personal circumstances. However, you can sign up to the forum if you're interested. Details can be found here:,2022-08-22T12:34:22.000Z;
Inflation in the UK has reached 10.1%. Find out why it's rising and what we are doing to bring it back down to our 2% target. Our Chief Economist Huw Pill recently answered your questions about the rising cost of living. Watch the recording: https://b-o-e.uk/3waOibY #inflation,2022-08-17T16:18:23.000Z;
